Código,Data da venda,Prazo (dias),Preço_Venda,Volume_Venda,Código_Cliente,Código_Produto,Código_Cidade,Código_Vendedor
2624,3/15/2013,60,7.04,8616,3,2,4,3
2625,3/16/2013,45,7.04,6947,4,4,3,4
2626,3/17/2013,30,7.04,8950,3,1,2,1
2627,3/18/2013,45,7.04,6725,2,3,4,1
2628,3/19/2013,45,9.6,3328,3,1,2,2
2629,3/20/2013,30,2.6,2527,4,3,3,2
2630,3/21/2013,45,4.02,5721,3,2,1,1
2631,3/22/2013,30,2.6,8401,2,5,2,1
2632,3/23/2013,30,4.02,1271,3,6,3,2
2633,3/24/2013,45,7.04,968,4,5,2,1
2634,3/25/2013,45,4.02,6630,3,3,1,1
2635,3/26/2013,30,5.56,764,2,7,2,1
2636,3/27/2013,45,4.02,4667,3,4,1,4
2637,3/28/2013,45,5.56,1580,4,5,4,1
2638,3/29/2013,45,2.77,6338,3,7,2,1
2639,3/30/2013,60,9.6,6995,2,8,2,1
2640,3/31/2013,45,4.02,9132,3,8,1,1
2641,4/1/2013,60,2.77,5075,4,1,2,1
2642,4/2/2013,45,2.77,6518,3,2,1,3
2643,4/3/2013,60,2.6,8845,2,8,2,2
2644,4/4/2013,30,2.6,2379,3,1,3,3
2645,4/5/2013,45,7.04,4403,4,1,2,1
2646,4/6/2013,45,5.56,1271,3,7,2,2
2647,4/7/2013,45,2.6,8877,2,1,2,1
2648,4/8/2013,60,2.6,6571,3,2,2,1
2649,4/9/2013,45,2.77,2292,4,1,2,1
2650,4/10/2013,45,2.6,206,3,1,1,1
2651,4/11/2013,60,7.04,290,2,7,2,1
2652,4/12/2013,45,2.6,6547,3,1,4,1
2653,4/13/2013,60,2.6,1590,4,3,2,5
2654,4/14/2013,60,2.77,4789,3,2,2,1
2655,4/15/2013,60,2.6,5433,2,5,2,1
2656,4/16/2013,60,4.02,9789,3,6,2,1
2657,4/17/2013,45,7.04,3048,4,5,1,1
2658,4/18/2013,45,4.02,1506,3,6,2,1
2659,4/19/2013,45,5.56,7914,2,7,2,1
2660,4/20/2013,30,4.02,4984,3,8,3,1
2661,4/21/2013,45,5.56,521,4,1,3,1
2662,4/22/2013,30,2.77,2508,3,5,2,1
2663,4/23/2013,30,9.6,9028,2,2,1,1
2664,4/24/2013,30,2.6,7824,3,5,2,3
2665,4/25/2013,30,4.02,8700,4,6,2,2
2666,4/26/2013,30,7.04,5680,3,5,2,1
2667,4/27/2013,45,4.02,785,2,3,2,1
2668,4/28/2013,45,5.56,1586,3,7,2,2
2669,4/29/2013,45,4.02,1121,4,8,4,3
2670,4/30/2013,45,5.56,5245,3,5,2,1
2671,5/1/2013,45,2.77,9314,2,3,1,1
2672,5/2/2013,45,9.6,2300,3,7,1,1
2673,5/3/2013,60,4.02,651,4,3,2,3
2674,5/4/2013,45,2.77,3521,3,4,2,1
2675,5/5/2013,60,2.77,9079,2,6,2,1
2676,5/6/2013,45,2.77,8599,3,3,3,1
2677,5/7/2013,60,9.6,7857,4,6,3,1
2678,5/8/2013,45,5.56,2510,3,7,2,1
2679,5/9/2013,45,4.02,1654,2,6,2,1
2680,5/10/2013,45,5.56,296,3,5,3,1
2681,5/11/2013,30,2.77,9814,4,3,3,1
2682,5/12/2013,45,5.56,8565,3,7,2,1
2683,5/13/2013,45,4.02,3004,2,4,1,1
2684,5/14/2013,30,5.56,8921,3,5,3,4
2685,5/15/2013,45,2.77,2596,4,7,2,1
2686,5/16/2013,45,9.6,1475,3,4,2,1
2687,5/17/2013,30,4.02,8503,2,3,1,2
2688,5/18/2013,45,2.77,5395,3,7,2,1
2689,5/19/2013,45,9.6,7228,4,6,1,1
2690,5/20/2013,30,2.77,3983,3,7,1,2
2691,5/21/2013,30,2.77,6476,2,4,2,1
2692,5/22/2013,45,5.56,5033,3,5,2,1
2693,5/23/2013,30,2.77,964,4,7,1,1
2694,5/24/2013,45,9.6,2858,3,5,2,1
2695,5/25/2013,45,4.02,6680,2,7,1,1
2696,5/26/2013,60,2.77,3280,3,3,1,1
2697,5/27/2013,45,4.02,5481,3,2,1,3
2698,5/28/2013,45,2.77,6274,2,8,2,2
2699,5/29/2013,60,2.77,2278,3,1,3,3
2700,5/30/2013,45,7.04,9710,4,1,2,1
2701,5/31/2013,60,5.56,873,3,3,2,2
2702,6/1/2013,60,2.6,6434,2,8,2,1
2703,6/2/2013,45,2.6,6985,3,2,2,1
2704,6/3/2013,45,2.77,8149,3,1,2,2
2705,6/4/2013,60,2.6,9583,4,3,3,2
2706,6/5/2013,45,7.04,7659,3,2,1,1
2707,6/6/2013,45,2.6,1900,2,5,2,1
2708,6/7/2013,60,4.02,9619,3,6,3,2
2709,6/8/2013,45,7.04,2618,4,3,2,1
2710,6/9/2013,45,4.02,9774,3,6,1,1
2711,6/10/2013,60,5.56,2722,3,2,2,3
2712,6/11/2013,45,4.02,3034,2,2,1,3
2713,6/12/2013,30,5.56,1828,3,2,4,3
2714,6/13/2013,45,7.04,9574,4,4,3,4
2715,6/14/2013,45,7.04,7804,3,1,2,1
2716,6/15/2013,30,7.04,2704,2,5,4,1
2717,6/16/2013,45,9.6,7488,3,1,2,2
2718,6/17/2013,30,2.6,9764,4,8,3,2
2719,6/18/2013,45,4.02,7466,3,2,1,1
2720,6/19/2013,45,2.6,4043,2,5,2,1
2721,6/20/2013,60,4.02,9163,3,6,3,2
2722,6/21/2013,45,7.04,6147,4,3,2,1
2723,6/22/2013,45,4.02,2032,3,3,1,1
2724,6/23/2013,60,5.56,368,2,7,2,1
2725,6/24/2013,45,4.02,6002,2,3,4,1
2726,6/25/2013,45,5.56,740,3,1,2,2
2727,6/26/2013,45,2.77,224,4,3,3,2
2728,6/27/2013,30,4.02,2000,3,2,1,1
2729,6/28/2013,45,2.6,4988,2,5,2,1
2730,6/29/2013,45,4.02,8601,3,1,2,1
2731,6/30/2013,60,7.04,1261,2,5,4,1
2732,7/1/2013,45,4.02,1278,3,1,2,2
2733,7/2/2013,60,2.6,3926,1,1,1,1
2734,7/3/2013,45,4.02,6345,2,2,2,2
2735,7/4/2013,45,2.6,6686,3,2,3,3
2736,7/5/2013,60,2.66,4793,4,3,3,2
2737,7/6/2013,45,7.04,3896,3,3,2,3
2738,7/7/2013,45,7.04,6000,2,3,1,3
2739,7/8/2013,60,7.04,8559,3,2,4,3
2740,7/9/2013,45,7.04,294,4,4,3,4
2741,7/10/2013,30,7.04,4680,3,1,2,1
2742,7/11/2013,45,7.04,1425,2,3,4,1
2743,7/12/2013,45,9.6,9986,3,1,2,2
2744,7/13/2013,30,2.6,5986,4,3,3,2
2745,7/14/2013,45,4.02,55,3,2,1,1
2746,7/15/2013,30,2.6,2758,2,5,2,1
2747,7/16/2013,30,4.02,2835,3,6,3,2
2748,7/17/2013,45,7.04,9774,4,5,2,1
2749,7/18/2013,45,4.02,4641,3,3,1,1
2750,7/19/2013,30,5.56,3854,2,7,2,1
2751,7/20/2013,45,4.02,273,3,4,1,4
2752,7/21/2013,45,5.56,2152,4,5,4,1
2753,7/22/2013,45,2.77,1899,3,7,2,1
2754,7/23/2013,60,9.6,4430,2,8,2,1
2755,7/24/2013,45,4.02,7520,3,8,1,1
2756,7/25/2013,60,2.77,1752,4,1,2,1
2757,7/26/2013,45,2.77,8903,3,2,1,3
2758,7/27/2013,60,2.6,7780,2,8,2,2
2759,7/28/2013,30,2.6,9348,3,1,3,3
2760,7/29/2013,45,7.04,3142,4,1,2,1
2761,7/30/2013,45,5.56,2523,3,7,2,2
2762,7/31/2013,45,2.6,2162,2,1,2,1
2763,8/1/2013,60,2.6,9760,3,2,2,1
2764,8/2/2013,45,2.77,3778,4,1,2,1
2765,8/3/2013,45,2.6,910,3,1,1,1
2766,8/4/2013,60,7.04,2293,2,7,2,1
2767,8/5/2013,45,2.6,112,3,1,4,1
2768,8/6/2013,60,2.6,9692,4,3,2,5
2769,8/7/2013,60,2.77,1813,3,2,2,1
2770,8/8/2013,60,2.6,6830,2,5,2,1
2771,8/9/2013,60,4.02,340,3,6,2,1
2772,8/10/2013,45,7.04,1434,4,5,1,1
2773,8/11/2013,45,4.02,4913,3,6,2,1
2774,8/12/2013,45,5.56,7962,2,7,2,1
2775,8/13/2013,30,4.02,5192,3,8,3,1
2776,8/14/2013,45,5.56,34,4,1,3,1
2777,8/15/2013,30,2.77,6409,3,5,2,1
2778,8/16/2013,30,9.6,253,2,2,1,1
2779,8/17/2013,30,2.6,3470,3,5,2,3
2780,8/18/2013,30,4.02,854,4,6,2,2
2781,8/19/2013,30,7.04,5382,3,5,2,1
2782,8/20/2013,45,4.02,7903,2,3,2,1
2783,8/21/2013,45,5.56,3178,3,7,2,2
2784,8/22/2013,45,4.02,9010,4,8,4,3
2785,8/23/2013,45,5.56,8004,3,5,2,1
2786,8/24/2013,45,2.77,7902,2,3,1,1
2787,8/25/2013,45,9.6,1172,3,7,1,1
2788,8/26/2013,60,4.02,3517,4,3,2,3
2789,8/27/2013,45,2.77,8587,3,4,2,1
2790,8/28/2013,60,2.77,2301,2,6,2,1
2791,8/29/2013,45,2.77,9480,3,3,3,1
2792,8/30/2013,60,9.6,9959,4,6,3,1
2793,8/31/2013,45,5.56,4413,3,7,2,1
2794,9/1/2013,45,4.02,1772,2,6,2,1
2795,9/2/2013,45,5.56,5089,3,5,3,1
2796,9/3/2013,30,2.77,9376,4,3,3,1
2797,9/4/2013,45,5.56,8913,3,7,2,1
2798,9/5/2013,45,4.02,4454,2,4,1,1
2799,9/6/2013,30,5.56,2680,3,5,3,4
2800,9/7/2013,45,2.77,288,4,7,2,1
2801,9/8/2013,45,9.6,6218,3,4,2,1
2802,9/9/2013,30,4.02,2538,2,3,1,2
2803,9/10/2013,45,2.77,907,3,7,2,1
2804,9/11/2013,45,9.6,5565,4,6,1,1
2805,9/12/2013,30,2.77,3588,3,7,1,2
2806,9/13/2013,30,2.77,1049,2,4,2,1
2807,9/14/2013,45,5.56,4687,3,5,2,1
2808,9/15/2013,30,2.77,9770,4,7,1,1
2809,9/16/2013,45,9.6,7910,3,5,2,1
2810,9/17/2013,45,4.02,6742,2,7,1,1
2811,9/18/2013,60,2.77,9702,3,3,1,1
2812,9/19/2013,45,4.02,9502,3,2,1,3
2813,9/20/2013,45,2.77,3378,2,8,2,2
2814,9/21/2013,60,2.77,4292,3,1,3,3
2815,9/22/2013,45,7.04,8449,4,1,2,1
2816,9/23/2013,60,5.56,5090,3,3,2,2
2817,9/24/2013,60,2.6,3549,2,8,2,1
2818,9/25/2013,45,2.6,2070,3,2,2,1
2819,9/26/2013,45,2.77,1698,3,1,2,2
2820,9/27/2013,60,2.6,9163,4,3,3,2
2821,9/28/2013,45,7.04,8425,3,2,1,1
2822,9/29/2013,45,2.6,9683,2,5,2,1
2823,9/30/2013,60,4.02,7760,3,6,3,2
2824,10/1/2013,45,7.04,4302,4,3,2,1
2825,10/2/2013,45,4.02,7317,3,6,1,1
2826,10/3/2013,60,5.56,7728,3,2,2,3
2827,10/4/2013,45,4.02,4965,2,2,1,3
2828,10/5/2013,30,5.56,7324,3,2,4,3
2829,10/6/2013,45,7.04,9753,4,4,3,4
2830,10/7/2013,45,7.04,6346,3,1,2,1
2831,10/8/2013,30,7.04,6535,2,5,4,1
2832,10/9/2013,45,9.6,9211,3,1,2,2
2833,10/10/2013,30,2.6,9547,4,8,3,2
2834,10/11/2013,45,4.02,6645,3,2,1,1
2835,10/12/2013,45,2.6,1451,2,5,2,1
2836,10/13/2013,60,4.02,4951,3,6,3,2
2837,10/14/2013,45,7.04,634,4,3,2,1
2838,10/15/2013,45,4.02,1203,3,3,1,1
2839,10/16/2013,60,5.56,8487,2,7,2,1
2840,10/17/2013,45,4.02,5968,2,3,4,1
2841,10/18/2013,45,5.56,254,3,1,2,2
2842,10/19/2013,45,2.77,9221,4,3,3,2
2843,10/20/2013,30,4.02,1035,3,2,1,1
2844,10/21/2013,45,2.6,3286,2,5,2,1
2845,10/22/2013,45,4.02,9618,3,1,2,1
2846,10/23/2013,60,7.04,6170,2,5,4,1
2847,10/24/2013,45,4.02,2106,3,1,2,2
2848,10/25/2013,60,2.6,4063,1,1,1,1
2849,10/26/2013,45,4.02,9781,2,2,2,2
2850,10/27/2013,45,2.6,5763,3,2,3,3
2851,10/28/2013,60,2.66,2294,4,3,3,2
2852,10/29/2013,45,7.04,2954,3,3,2,3
2853,10/30/2013,45,7.04,1284,2,3,1,3
2854,10/31/2013,60,7.04,3356,3,2,4,3
2855,11/1/2013,45,7.04,3772,4,4,3,4
2856,11/2/2013,30,7.04,5078,3,1,2,1
2857,11/3/2013,45,7.04,6451,2,3,4,1
2858,11/4/2013,45,9.6,760,3,1,2,2
2859,11/5/2013,30,2.6,2144,4,3,3,2
2860,11/6/2013,45,4.02,8995,3,2,1,1
2861,11/7/2013,30,2.6,3135,2,5,2,1
2862,11/8/2013,30,4.02,1135,3,6,3,2
2863,11/9/2013,45,7.04,518,4,5,2,1
2864,11/10/2013,45,4.02,6599,3,3,1,1
2865,11/11/2013,30,5.56,5971,2,7,2,1
2866,11/12/2013,45,4.02,9588,3,4,1,4
2867,11/13/2013,45,5.56,8913,4,5,4,1
2868,11/14/2013,45,2.77,5466,3,7,2,1
2869,11/15/2013,60,9.6,9301,2,8,2,1
2870,11/16/2013,45,4.02,1932,3,8,1,1
2871,11/17/2013,60,2.77,3110,4,1,2,1
2872,11/18/2013,45,2.77,4614,3,2,1,3
2873,11/19/2013,60,2.6,4186,2,8,2,2
2874,11/20/2013,30,2.6,1878,3,1,3,3
2875,11/21/2013,45,7.04,4488,4,1,2,1
2876,11/22/2013,45,5.56,9783,3,7,2,2
2877,11/23/2013,45,2.6,3551,2,1,2,1
2878,11/24/2013,60,2.6,8939,3,2,2,1
2879,11/25/2013,45,2.77,387,4,1,2,1
2880,11/26/2013,45,2.6,3878,3,1,1,1
2881,11/27/2013,60,7.04,1575,2,7,2,1
2882,11/28/2013,45,2.6,3640,3,1,4,1
2883,11/29/2013,60,2.6,4501,4,3,2,5
2884,11/30/2013,60,2.77,4031,3,2,2,1
2885,12/1/2013,60,2.6,5989,2,5,2,1
2886,12/2/2013,60,4.02,6865,3,6,2,1
2887,12/3/2013,45,7.04,3762,4,5,1,1
2888,12/4/2013,45,4.02,3361,3,6,2,1
2889,12/5/2013,45,5.56,9567,2,7,2,1
2890,12/6/2013,30,4.02,5566,3,8,3,1
2891,12/7/2013,45,5.56,1164,4,1,3,1
2892,12/8/2013,30,2.77,3794,3,5,2,1
2893,12/9/2013,30,9.6,1357,2,2,1,1
2894,12/10/2013,30,2.6,1835,3,5,2,3
2895,12/11/2013,30,4.02,1885,4,6,2,2
2896,12/12/2013,30,7.04,4369,3,5,2,1
2897,12/13/2013,45,4.02,6659,2,3,2,1
2898,12/14/2013,45,5.56,317,3,7,2,2
2899,12/15/2013,45,4.02,6387,4,8,4,3
2900,12/16/2013,45,5.56,1474,3,5,2,1
2901,12/17/2013,45,2.77,10,2,3,1,1
2902,12/18/2013,45,9.6,6508,3,7,1,1
2903,12/19/2013,60,4.02,8652,4,3,2,3
2904,12/20/2013,45,2.77,5483,3,4,2,1
2905,12/21/2013,60,2.77,1449,2,6,2,1
2906,12/22/2013,45,2.77,6676,3,3,3,1
2907,12/23/2013,60,9.6,5325,4,6,3,1
2908,12/24/2013,45,5.56,7866,3,7,2,1
2909,12/25/2013,45,4.02,2958,2,6,2,1
2910,12/26/2013,45,5.56,4408,3,5,3,1
2911,12/27/2013,30,2.77,974,4,3,3,1
2912,12/28/2013,45,5.56,1127,3,7,2,1
2913,12/29/2013,45,4.02,9428,2,4,1,1
2914,12/30/2013,30,5.56,9451,3,5,3,4
2915,12/31/2013,45,2.77,1524,4,7,2,1
2916,1/1/2014,45,9.6,1271,3,4,2,1
2917,1/2/2014,30,4.02,5466,2,3,1,2
2918,1/3/2014,45,2.77,7850,3,7,2,1
2919,1/4/2014,45,9.6,3196,4,6,1,1
2920,1/5/2014,30,2.77,1279,3,7,1,2
2921,1/6/2014,30,2.77,3261,2,4,2,1
2922,1/7/2014,45,5.56,4362,3,5,2,1
2923,1/8/2014,30,2.77,4850,4,7,1,1
2924,1/9/2014,45,9.6,4478,3,5,2,1
2925,1/10/2014,45,4.02,8339,2,7,1,1
2926,1/11/2014,60,2.77,2561,3,3,1,1
2927,1/12/2014,45,4.02,9533,3,2,1,3
2928,1/13/2014,45,2.77,3649,2,8,2,2
2929,1/14/2014,60,2.77,4013,3,1,3,3
2930,1/15/2014,45,7.04,3009,4,1,2,1
2931,1/16/2014,60,5.56,9404,3,3,2,2
2932,1/17/2014,60,2.6,3675,2,8,2,1
2933,1/18/2014,45,2.6,4280,3,2,2,1
2934,1/19/2014,45,2.77,9860,3,1,2,2
2935,1/20/2014,60,2.6,3495,4,3,3,2
2936,1/21/2014,45,7.04,8184,3,2,1,1
2937,1/22/2014,45,2.6,8141,2,5,2,1
2938,1/23/2014,60,4.02,6530,3,6,3,2
2939,1/24/2014,45,7.04,9785,4,3,2,1
2940,1/25/2014,45,4.02,4767,3,6,1,1
2941,1/26/2014,60,5.56,7411,3,2,2,3
2942,1/27/2014,45,4.02,9152,2,2,1,3
2943,1/28/2014,30,5.56,4616,3,2,4,3
2944,1/29/2014,45,7.04,8599,4,4,3,4
2945,1/30/2014,45,7.04,4389,3,1,2,1
2946,1/31/2014,30,7.04,3118,2,5,4,1
2947,2/1/2014,45,9.6,7718,3,1,2,2
2948,2/2/2014,30,2.6,3884,4,8,3,2
2949,2/3/2014,45,4.02,8930,3,2,1,1
2950,2/4/2014,45,2.6,3304,2,5,2,1
2951,2/5/2014,60,4.02,1380,3,6,3,2
2952,2/6/2014,45,7.04,2094,4,3,2,1
2953,2/7/2014,45,4.02,6783,3,3,1,1
2954,2/8/2014,60,5.56,7239,2,7,2,1
2955,2/9/2014,45,4.02,6765,2,3,4,1
2956,2/10/2014,45,5.56,4493,3,1,2,2
2957,2/11/2014,45,2.77,5564,4,3,3,2
2958,2/12/2014,30,4.02,4335,3,2,1,1
2959,2/13/2014,45,2.6,4498,2,5,2,1
2960,2/14/2014,45,4.02,3798,3,1,2,1
2961,2/15/2014,60,7.04,920,2,5,4,1
2962,2/16/2014,45,4.02,3555,3,1,2,2
2963,2/17/2014,60,2.6,4172,1,1,1,1
2964,2/18/2014,45,4.02,9666,2,2,2,2
2965,2/19/2014,45,2.6,4139,3,2,3,3
2966,2/20/2014,60,2.66,6737,4,3,3,2
2967,2/21/2014,45,7.04,8680,3,3,2,3
2968,2/22/2014,45,7.04,9855,2,3,1,3
2969,2/23/2014,60,7.04,3220,3,2,4,3
2970,2/24/2014,45,7.04,200,4,4,3,4
2971,2/25/2014,30,7.04,8093,3,1,2,1
2972,2/26/2014,45,7.04,754,2,3,4,1
2973,2/27/2014,45,9.6,3889,3,1,2,2
2974,2/28/2014,30,2.6,9903,4,3,3,2
2975,3/1/2014,45,4.02,9247,3,2,1,1
2976,3/2/2014,30,2.6,1935,2,5,2,1
2977,3/3/2014,30,4.02,2781,3,6,3,2
2978,3/4/2014,45,7.04,2237,4,5,2,1
2979,3/5/2014,45,4.02,5088,3,3,1,1
2980,3/6/2014,30,5.56,2010,2,7,2,1
2981,3/7/2014,45,4.02,2102,3,4,1,4
2982,3/8/2014,45,5.56,6478,4,5,4,1
2983,3/9/2014,45,2.77,4640,3,7,2,1
2984,3/10/2014,60,9.6,9501,2,8,2,1
2985,3/11/2014,45,4.02,682,3,8,1,1
2986,3/12/2014,60,2.77,6372,4,1,2,1
2987,3/13/2014,45,2.77,7780,3,2,1,3
2988,3/14/2014,60,2.6,9929,2,8,2,2
2989,3/15/2014,30,2.6,3238,3,1,3,3
2990,3/16/2014,45,7.04,1378,4,1,2,1
2991,3/17/2014,45,5.56,3950,3,7,2,2
2992,3/18/2014,45,2.6,6649,2,1,2,1
2993,3/19/2014,60,2.6,5227,3,2,2,1
2994,3/20/2014,45,2.77,2465,4,1,2,1
2995,3/21/2014,45,2.6,437,3,1,1,1
2996,3/22/2014,60,7.04,5926,2,7,2,1
2997,3/23/2014,45,2.6,1045,3,1,4,1
2998,3/24/2014,60,2.6,7396,4,3,2,5
2999,3/25/2014,60,2.77,9380,3,2,2,1
3000,3/26/2014,60,2.6,2187,2,5,2,1
3001,3/27/2014,60,4.02,8366,3,6,2,1
3002,3/28/2014,45,7.04,7795,4,5,1,1
3003,3/29/2014,45,4.02,217,3,6,2,1
3004,3/30/2014,45,5.56,3510,2,7,2,1
3005,3/31/2014,30,4.02,7490,3,8,3,1
3006,4/1/2014,45,5.56,4668,4,1,3,1
3007,4/2/2014,30,2.77,838,3,5,2,1
3008,4/3/2014,30,9.6,3117,2,2,1,1
3009,4/4/2014,30,2.6,5327,3,5,2,3
3010,4/5/2014,30,4.02,6146,4,6,2,2
3011,4/6/2014,30,7.04,6409,3,5,2,1
3012,4/7/2014,45,4.02,4827,2,3,2,1
3013,4/8/2014,45,5.56,9126,3,7,2,2
3014,4/9/2014,45,4.02,9217,4,8,4,3
3015,4/10/2014,45,5.56,4234,3,5,2,1
3016,4/11/2014,45,2.77,2952,2,3,1,1
3017,4/12/2014,45,9.6,4854,3,7,1,1
3018,4/13/2014,60,4.02,917,4,3,2,3
3019,4/14/2014,45,2.77,4707,3,4,2,1
3020,4/15/2014,60,2.77,2176,2,6,2,1
3021,4/16/2014,45,2.77,333,3,3,3,1
3022,4/17/2014,60,9.6,6479,4,6,3,1
3023,4/18/2014,45,5.56,3888,3,7,2,1
3024,4/19/2014,45,4.02,548,2,6,2,1
3025,4/20/2014,45,5.56,3737,3,5,3,1
3026,4/21/2014,30,2.77,5370,4,3,3,1
3027,4/22/2014,45,5.56,6922,3,7,2,1
3028,4/23/2014,45,4.02,4487,2,4,1,1
3029,4/24/2014,30,5.56,8305,3,5,3,4
3030,4/25/2014,45,2.77,8435,4,7,2,1
3031,4/26/2014,45,9.6,4644,3,4,2,1
3032,4/27/2014,30,4.02,3934,2,3,1,2
3033,4/28/2014,45,2.77,4353,3,7,2,1
3034,4/29/2014,45,9.6,3217,4,6,1,1
3035,4/30/2014,30,2.77,8339,3,7,1,2
3036,5/1/2014,30,2.77,8127,2,4,2,1
3037,5/2/2014,45,5.56,1812,3,5,2,1
3038,5/3/2014,30,2.77,220,4,7,1,1
3039,5/4/2014,45,9.6,6455,3,5,2,1
3040,5/5/2014,45,4.02,7351,2,7,1,1
3041,5/6/2014,60,2.77,3642,3,3,1,1
3042,5/7/2014,45,4.02,9948,3,2,1,3
3043,5/8/2014,45,2.77,475,2,8,2,2
3044,5/9/2014,60,2.77,1629,3,1,3,3
3045,5/10/2014,45,7.04,3485,4,1,2,1
3046,5/11/2014,60,5.56,4173,3,3,2,2
3047,5/12/2014,60,2.6,6386,2,8,2,1
3048,5/13/2014,45,2.6,563,3,2,2,1
3049,5/14/2014,45,2.77,4568,3,1,2,2
3050,5/15/2014,60,2.6,5415,4,3,3,2
3051,5/16/2014,45,7.04,6075,3,2,1,1
3052,5/17/2014,45,2.6,1472,2,5,2,1
3053,5/18/2014,60,4.02,9557,3,6,3,2
3054,5/19/2014,45,7.04,664,4,3,2,1
3055,5/20/2014,45,4.02,4910,3,6,1,1
3056,5/21/2014,60,5.56,1579,3,2,2,3
3057,5/22/2014,45,4.02,1185,2,2,1,3
3058,5/23/2014,30,5.56,1042,3,2,4,3
3059,5/24/2014,45,7.04,8617,4,4,3,4
3060,5/25/2014,45,7.04,9369,3,1,2,1
3061,5/26/2014,30,7.04,6413,2,5,4,1
3062,5/27/2014,45,9.6,4626,3,1,2,2
3063,5/28/2014,30,2.6,197,4,8,3,2
3064,5/29/2014,45,4.02,2616,3,2,1,1
3065,5/30/2014,45,2.6,3744,2,5,2,1
3066,5/31/2014,60,4.02,3308,3,6,3,2
3067,6/1/2014,45,7.04,2731,4,3,2,1
3068,6/2/2014,45,4.02,728,3,3,1,1
3069,6/3/2014,60,5.56,8498,2,7,2,1
3070,6/4/2014,45,4.02,1070,2,3,4,1
3071,6/5/2014,45,5.56,9852,3,1,2,2
3072,6/6/2014,45,2.77,4160,4,3,3,2
3073,6/7/2014,30,4.02,6678,3,2,1,1
3074,6/8/2014,45,2.6,532,2,5,2,1
3075,6/9/2014,45,4.02,2925,3,1,2,1
3076,6/10/2014,60,7.04,4163,2,5,4,1
3077,6/11/2014,45,4.02,8173,3,1,2,2
3078,6/12/2014,60,2.6,8541,1,1,1,1
3079,6/13/2014,45,4.02,6671,2,2,2,2
3080,6/14/2014,45,2.6,1041,3,2,3,3
3081,6/15/2014,60,2.66,2070,4,3,3,2
3082,6/16/2014,45,7.04,232,3,3,2,3
3083,6/17/2014,45,7.04,5874,2,3,1,3
3084,6/18/2014,60,7.04,464,3,2,4,3
3085,6/19/2014,45,7.04,3925,4,4,3,4
3086,6/20/2014,30,7.04,3624,3,1,2,1
3087,6/21/2014,45,7.04,771,2,3,4,1
3088,6/22/2014,45,9.6,3177,3,1,2,2
3089,6/23/2014,30,2.6,1378,4,3,3,2
3090,6/24/2014,45,4.02,1357,3,2,1,1
3091,6/25/2014,30,2.6,6261,2,5,2,1
3092,6/26/2014,30,4.02,8763,3,6,3,2
3093,6/27/2014,45,7.04,463,4,5,2,1
3094,6/28/2014,45,4.02,7652,3,3,1,1
3095,6/29/2014,30,5.56,1975,2,7,2,1
3096,6/30/2014,45,4.02,2987,3,4,1,4
3097,7/1/2014,45,5.56,6740,4,5,4,1
3098,7/2/2014,45,2.77,1660,3,7,2,1
3099,7/3/2014,60,9.6,6914,2,8,2,1
3100,7/4/2014,45,4.02,18,3,8,1,1
3101,7/5/2014,60,2.77,9675,4,1,2,1
3102,7/6/2014,45,2.77,1569,3,2,1,3
3103,7/7/2014,60,2.6,8009,2,8,2,2
3104,7/8/2014,30,2.6,7096,3,1,3,3
3105,7/9/2014,45,7.04,6100,4,1,2,1
3106,7/10/2014,45,5.56,7245,3,7,2,2
3107,7/11/2014,45,2.6,2652,2,1,2,1
3108,7/12/2014,60,2.6,8305,3,2,2,1
3109,7/13/2014,45,2.77,3969,4,1,2,1
3110,7/14/2014,45,2.6,1734,3,1,1,1
3111,7/15/2014,60,7.04,8704,2,7,2,1
3112,7/16/2014,45,2.6,1209,3,1,4,1
3113,7/17/2014,60,2.6,7359,4,3,2,5
3114,7/18/2014,60,2.77,6209,3,2,2,1
3115,7/19/2014,60,2.6,7855,2,5,2,1
3116,7/20/2014,60,4.02,3002,3,6,2,1
3117,7/21/2014,45,7.04,7017,4,5,1,1
3118,7/22/2014,45,4.02,9622,3,6,2,1
3119,7/23/2014,45,5.56,2250,2,7,2,1
3120,7/24/2014,30,4.02,7868,3,8,3,1
3121,7/25/2014,45,5.56,6386,4,1,3,1
3122,7/26/2014,30,2.77,7438,3,5,2,1
3123,7/27/2014,30,9.6,8866,2,2,1,1
3124,7/28/2014,30,2.6,782,3,5,2,3
3125,7/29/2014,30,4.02,1477,4,6,2,2
3126,7/30/2014,30,7.04,1163,3,5,2,1
3127,7/31/2014,45,4.02,7633,2,3,2,1
3128,8/1/2014,45,5.56,8854,3,7,2,2
3129,8/2/2014,45,4.02,711,4,8,4,3
3130,8/3/2014,45,5.56,9890,3,5,2,1
3131,8/4/2014,45,2.77,757,2,3,1,1
3132,8/5/2014,45,9.6,2426,3,7,1,1
3133,8/6/2014,60,4.02,4081,4,3,2,3
3134,8/7/2014,45,2.77,2984,3,4,2,1
3135,8/8/2014,60,2.77,1067,2,6,2,1
3136,8/9/2014,45,2.77,8065,3,3,3,1
3137,8/10/2014,60,9.6,4305,4,6,3,1
3138,8/11/2014,45,5.56,8030,3,7,2,1
3139,8/12/2014,45,4.02,3345,2,6,2,1
3140,8/13/2014,45,5.56,381,3,5,3,1
3141,8/14/2014,30,2.77,8948,4,3,3,1
